job_title,company,location,employment_type,experience,salary,team_size,interview_rounds,required_skills,nice_to_have,perks,domain
Infrastructure Engineer,Salesforce,Gurgaon / Remote,Full-Time,3+ years,₹15–31 LPA,~6,5,"AWS, Azure, Kubernetes, EKS, GCP, Docker, Nginx, GKE","Linux, Python, Pulumi","Health & dental insurance, ESOPs, Flexible work hours, Maternity/paternity leave",DevOps
Associate PM,PhonePe,Mumbai / Remote,Full-Time,7+ years,₹30–78 LPA,~27,4,"RICE Framework, Roadmapping, Figma, PRD Writing, SQL, Agile, Customer Discovery, OKRs","Miro, Product Analytics, JIRA","Remote-first culture, Flexible work hours, MacBook Pro, Maternity/paternity leave, ESOPs, ₹50K learning budget",Product Management
Senior AE,Microsoft,Pune / Remote,Full-Time,6+ years,₹28–40 LPA,~35,3,"Channel Partnerships, Revenue Forecasting, B2B Sales, CRM, Demo Skills, Negotiation, Customer Success","Proposal Writing, Cross-selling, Lead Generation","Mental health support, Health & dental insurance, Annual performance bonus, ESOPs, Remote-first culture",Sales
Financial Analyst,Cognizant,Noida / Remote,Full-Time,5+ years,₹29–53 LPA,~19,6,"Bloomberg Terminal, Equity Research, Valuation, IFRS, CFA, Due Diligence","Financial Modeling, Credit Analysis, Oracle Financials","MacBook Pro, Gym membership, ESOPs, Free meals, Health & dental insurance, Remote-first culture",Finance
Group Product Manager,Netflix,Gurgaon / Remote,Full-Time,9+ years,₹27–46 LPA,~11,4,"Scrum, User Research, Amplitude, KPIs, Product Analytics, JIRA, Go-to-Market Strategy, Usability Testing","Stakeholder Management, Growth Hacking, Kanban","Free meals, Health & dental insurance, Mental health support, ESOPs, Annual performance bonus, Quarterly offsites",Product Management
Credit Analyst,Meesho,Jaipur / Remote,Full-Time,1+ years,₹17–63 LPA,~8,4,"FP&A, GAAP, Bloomberg Terminal, CFA, QuickBooks, Treasury, Due Diligence, Risk Analysis, Equity Research","Cash Flow Management, Tally, Valuation","₹50K learning budget, Flexible work hours, MacBook Pro, Free meals",Finance
Finance Manager,Oracle,Hyderabad / Remote,Full-Time,1+ years,₹9–50 LPA,~27,3,"CFA, Auditing, Accounting, M&A, FP&A, VBA, Treasury, QuickBooks, IFRS, Valuation","Tally, Equity Research, DCF Analysis","ESOPs, Health & dental insurance, Flexible work hours, Quarterly offsites, MacBook Pro",Finance
Principal Engineer,Salesforce,Hyderabad / Remote,Full-Time,4+ years,₹11–29 LPA,~11,5,"REST APIs, React, Kafka, Spring Boot, Git, Python, Elasticsearch, Jenkins, Node.js, JavaScript","MongoDB, Microservices, Azure","Maternity/paternity leave, Remote-first culture, Health & dental insurance, Gym membership, Mental health support, Free meals",Software Engineering
Product Designer,Swiggy,Kochi / Remote,Full-Time,6+ years,₹10–48 LPA,~34,6,"User Flows, Adobe XD, Visual Design, Wireframing, Storyboarding, Zeplin, Design Systems, Sketch","Principle, Accessibility (WCAG), HTML/CSS","ESOPs, Remote-first culture, Annual performance bonus, Maternity/paternity leave",UI/UX Design
Content Strategist,Groww,Jaipur / Remote,Full-Time,9+ years,₹23–55 LPA,~17,4,"Email Marketing, HubSpot, Adobe Suite, Influencer Marketing, LinkedIn Ads, Affiliate Marketing, Google Ads, PPC, Meta Ads, Content Marketing","Copywriting, Programmatic Advertising, PR","Maternity/paternity leave, Flexible work hours, Quarterly offsites, Free meals, Remote-first culture",Marketing
CFO,CRED,Chennai / Remote,Full-Time,3+ years,₹13–43 LPA,~11,6,"Budgeting, Tally, Credit Analysis, Equity Research, Treasury, M&A, Financial Reporting, FP&A, Due Diligence","Accounting, CFA, Oracle Financials","Remote-first culture, Annual performance bonus, Gym membership, Free meals, Quarterly offsites, Mental health support",Finance
Content Strategist,SAP,Kochi / Remote,Full-Time,6+ years,₹16–37 LPA,~14,3,"Video Marketing, Copywriting, SEO, Growth Hacking, LinkedIn Ads, Marketo","SEM, Influencer Marketing, Salesforce","Flexible work hours, Mental health support, ESOPs, Quarterly offsites",Marketing
Backend Developer,Zerodha,Ahmedabad / Remote,Full-Time,5+ years,₹12–60 LPA,~24,4,"System Design, TypeScript, RabbitMQ, Django, MongoDB, gRPC, Rust","GraphQL, Linux, React","Remote-first culture, ₹50K learning budget, Gym membership, Flexible work hours, Quarterly offsites",Software Engineering
Product Manager,Infosys,Pune / Remote,Full-Time,6+ years,₹13–45 LPA,~31,5,"Product Analytics, PRD Writing, Agile, Wireframing, RICE Framework, JIRA, User Research, KPIs, Scrum","Figma, Usability Testing, A/B Testing","Flexible work hours, ₹50K learning budget, Gym membership, Quarterly offsites, ESOPs",Product Management
Head of HR,Apple,Delhi / Remote,Full-Time,3+ years,₹8–47 LPA,~17,6,"Conflict Resolution, Payroll, SAP HR, Organisational Development, Employer Branding, Change Management","Exit Management, Compensation & Benefits, HRIS","Free meals, Remote-first culture, Gym membership, ESOPs",Human Resources
Senior Software Engineer,Byju's,Pune / Remote,Full-Time,4+ years,₹13–61 LPA,~37,6,"Python, Go, GCP, React, Linux, C++, AWS, Microservices","SQL, Redis, Java","Flexible work hours, MacBook Pro, Gym membership, Remote-first culture, Maternity/paternity leave",Software Engineering
Head of Design,Meta,Mumbai / Remote,Full-Time,3+ years,₹22–35 LPA,~29,6,"Adobe XD, Card Sorting, Figma, Motion Design, HTML/CSS, A/B Testing, Design Thinking, Accessibility (WCAG), User Research","Prototyping, Interaction Design, Lottie","ESOPs, Health & dental insurance, Gym membership, Flexible work hours, MacBook Pro",UI/UX Design
Group Product Manager,Adobe,Delhi / Remote,Full-Time,5+ years,₹28–65 LPA,~21,6,"JIRA, MoSCoW, Kanban, Confluence, Agile, Product Analytics","Customer Discovery, Figma, Wireframing","Mental health support, Annual performance bonus, Free meals, Maternity/paternity leave, ₹50K learning budget, MacBook Pro",Product Management
Platform PM,Nykaa,Pune / Remote,Full-Time,9+ years,₹27–66 LPA,~28,6,"PRD Writing, Mixpanel, Feature Prioritisation, Figma, Scrum, Go-to-Market Strategy","SQL, OKRs, Growth Hacking","MacBook Pro, ₹50K learning budget, Health & dental insurance, Quarterly offsites, Gym membership",Product Management
Sales Director,Zoho,Delhi / Remote,Full-Time,1+ years,₹28–58 LPA,~11,3,"LinkedIn Sales Navigator, Cold Outreach, Account Management, Proposal Writing, SaaS Sales, Contract Negotiation","MEDDIC, Salesforce, BDR","Remote-first culture, Health & dental insurance, Gym membership, MacBook Pro, Quarterly offsites",Sales
Senior PM,MakeMyTrip,Pune / Remote,Full-Time,7+ years,₹30–45 LPA,~32,3,"Scrum, MoSCoW, Mixpanel, Python, JIRA, Usability Testing, Wireframing, Growth Hacking","Confluence, RICE Framework, Agile","Gym membership, Health & dental insurance, Mental health support, Remote-first culture",Product Management
CISO,Microsoft,Chennai / Remote,Full-Time,7+ years,₹13–50 LPA,~33,6,"Network Security, Vulnerability Assessment, CISSP, CEH, Incident Response, Cloud Security (AWS/GCP), Splunk, OWASP Top 10, OSCP","Cryptography, Bash, Metasploit","Maternity/paternity leave, ₹50K learning budget, Annual performance bonus, Free meals",Cybersecurity
UI Designer,Swiggy,Delhi / Remote,Full-Time,4+ years,₹16–37 LPA,~7,4,"Usability Testing, HTML/CSS, Sketch, Information Architecture, Lottie, Card Sorting, Accessibility (WCAG), User Research, Design Systems, Motion Design","Principle, Interaction Design, Design Thinking","Health & dental insurance, Flexible work hours, Remote-first culture, Quarterly offsites, MacBook Pro, Maternity/paternity leave",UI/UX Design
Backend Developer,EY,Delhi / Remote,Full-Time,9+ years,₹19–30 LPA,~27,3,"Rust, PostgreSQL, AWS, Go, React, Vue.js, Spring Boot, Jenkins, Node.js","Elasticsearch, Microservices, Django","Health & dental insurance, Flexible work hours, MacBook Pro, Quarterly offsites, Free meals",Software Engineering
People Ops Manager,MakeMyTrip,Hyderabad / Remote,Full-Time,5+ years,₹10–21 LPA,~29,6,"Exit Management, Training & Development, SAP HR, HR Analytics, Diversity & Inclusion, Succession Planning, LinkedIn Recruiter, Conflict Resolution, Labor Law, Performance Management","Compensation & Benefits, Workday, Change Management","Annual performance bonus, Remote-first culture, Flexible work hours, ESOPs, Free meals, Maternity/paternity leave",Human Resources
Digital Marketing Manager,Oracle,Hyderabad / Remote,Full-Time,9+ years,₹16–53 LPA,~19,5,"Copywriting, Content Marketing, LinkedIn Ads, Growth Hacking, Social Media, SEO, Brand Strategy, Adobe Suite, PR, Affiliate Marketing","Community Management, Google Analytics, Salesforce","₹50K learning budget, Flexible work hours, Annual performance bonus, Mental health support, Health & dental insurance, ESOPs",Marketing
Design Systems Engineer,Ola,Mumbai / Remote,Full-Time,6+ years,₹12–58 LPA,~36,4,"User Research, InVision, Lottie, Card Sorting, Framer, Usability Testing, Zeplin, A/B Testing","User Flows, Visual Design, Information Architecture","Health & dental insurance, Maternity/paternity leave, Quarterly offsites, Mental health support, MacBook Pro",UI/UX Design
Software Engineer,TCS,Ahmedabad / Remote,Full-Time,2+ years,₹13–35 LPA,~26,4,"Microservices, RabbitMQ, gRPC, CI/CD, C++, Spring Boot, PostgreSQL, FastAPI, TypeScript","Docker, Java, Vue.js","Gym membership, Quarterly offsites, Flexible work hours, Free meals, Annual performance bonus, MacBook Pro",Software Engineering
Business Development Manager,Tech Mahindra,Kolkata / Remote,Full-Time,8+ years,₹15–57 LPA,~36,4,"Cross-selling, Negotiation, Solution Selling, SaaS Sales, Lead Generation, MEDDIC, Salesforce","LinkedIn Sales Navigator, Contract Negotiation, Channel Partnerships","Free meals, Gym membership, Annual performance bonus, Maternity/paternity leave, MacBook Pro",Sales
Associate PM,TCS,Pune / Remote,Full-Time,4+ years,₹18–44 LPA,~26,5,"Confluence, RICE Framework, Figma, Customer Discovery, Growth Hacking, A/B Testing, OKRs, Usability Testing, User Research","Roadmapping, Scrum, PRD Writing","Mental health support, Gym membership, Remote-first culture, Flexible work hours",Product Management
Data Scientist,boAt,Ahmedabad / Remote,Full-Time,8+ years,₹16–28 LPA,~25,5,"Keras, Redshift, Statistics, Pandas, Spark, PyTorch, Power BI, Time Series","Computer Vision, NLP, TensorFlow","Health & dental insurance, Flexible work hours, Remote-first culture, Quarterly offsites, Annual performance bonus, Mental health support",Data Science
AI Engineer,PhonePe,Noida / Remote,Full-Time,1+ years,₹19–59 LPA,~14,4,"Power BI, LightGBM, Kafka, Kubeflow, Looker, NLP","BERT, NumPy, MLflow","₹50K learning budget, Quarterly offsites, ESOPs, Health & dental insurance",Data Science
Marketing Lead,Apple,Chennai / Remote,Full-Time,1+ years,₹16–59 LPA,~14,6,"SEM, Content Marketing, Salesforce, Influencer Marketing, Affiliate Marketing, Video Marketing, PR, Brand Strategy","Growth Hacking, LinkedIn Ads, CRM","Mental health support, Quarterly offsites, Flexible work hours, Free meals",Marketing
Director of Product,Amazon,Delhi / Remote,Full-Time,6+ years,₹13–39 LPA,~7,3,"RICE Framework, Miro, Usability Testing, Figma, Kanban, Mixpanel, SQL","Stakeholder Management, Confluence, Agile","Remote-first culture, MacBook Pro, ₹50K learning budget, Gym membership, Mental health support",Product Management
Head of DevOps,Capgemini,Noida / Remote,Full-Time,3+ years,₹11–61 LPA,~14,5,"Istio, Terraform, Grafana, Helm, Datadog, Go, Loki, Infrastructure as Code","Service Mesh, Site Reliability Engineering, GKE","Annual performance bonus, ESOPs, Flexible work hours, ₹50K learning budget, Maternity/paternity leave, Health & dental insurance",DevOps
Computer Vision Engineer,Unilever,Kochi / Remote,Full-Time,2+ years,₹18–57 LPA,~37,5,"MLflow, TensorFlow, Pandas, LightGBM, Scikit-learn, Data Modeling, NumPy, Power BI, SQL, XGBoost","dbt, NLP, Computer Vision","Quarterly offsites, Health & dental insurance, MacBook Pro, ₹50K learning budget, Maternity/paternity leave, Flexible work hours",Data Science
Penetration Tester,Mphasis,Delhi / Remote,Full-Time,1+ years,₹27–61 LPA,~37,6,"SIEM, Python, OWASP Top 10, Firewalls, PKI, Threat Intelligence, Wireshark, Cloud Security (AWS/GCP)","IAM, Splunk, Metasploit","Mental health support, Flexible work hours, Annual performance bonus, Gym membership, Maternity/paternity leave, MacBook Pro",Cybersecurity
Senior Software Engineer,Wipro,Delhi / Remote,Full-Time,1+ years,₹17–44 LPA,~10,6,"Linux, TypeScript, Node.js, GraphQL, Jenkins, JavaScript, Kafka, Azure","Rust, Spring Boot, Python","Flexible work hours, ESOPs, Annual performance bonus, Free meals",Software Engineering
Investment Analyst,Groww,Pune / Remote,Full-Time,5+ years,₹19–38 LPA,~12,3,"Equity Research, Risk Analysis, Bloomberg Terminal, GAAP, CFA, Cash Flow Management","Due Diligence, QuickBooks, Oracle Financials","Health & dental insurance, Remote-first culture, Maternity/paternity leave, Mental health support, Flexible work hours, Gym membership",Finance
Senior PM,Ola,Noida / Remote,Full-Time,2+ years,₹29–61 LPA,~40,5,"User Research, MoSCoW, Kanban, Figma, Scrum, Stakeholder Management, Roadmapping, Amplitude","JIRA, Go-to-Market Strategy, Wireframing","ESOPs, Quarterly offsites, Remote-first culture, MacBook Pro, Gym membership, Free meals",Product Management
Platform PM,Accenture,Jaipur / Remote,Full-Time,7+ years,₹24–42 LPA,~10,4,"Amplitude, Roadmapping, Competitive Analysis, Customer Discovery, Usability Testing, JIRA, Feature Prioritisation, Stakeholder Management","Wireframing, OKRs, Product Analytics","ESOPs, Free meals, Gym membership, Health & dental insurance, Flexible work hours, Annual performance bonus",Product Management
Data Analyst,Deloitte,Delhi / Remote,Full-Time,3+ years,₹14–49 LPA,~29,6,"Airflow, Power BI, Data Modeling, Keras, Feature Engineering, BigQuery, PyTorch, Hypothesis Testing, XGBoost, MLflow","Python, Redshift, R","Free meals, Health & dental insurance, MacBook Pro, Flexible work hours",Data Science
Cloud Architect,ICICI Bank,Jaipur / Remote,Full-Time,2+ years,₹22–70 LPA,~18,3,"Datadog, Terraform, Go, Vault, Linux, Python, Istio, Pulumi","GCP, GitLab CI, Consul","Health & dental insurance, Flexible work hours, Free meals, Quarterly offsites, Remote-first culture, MacBook Pro",DevOps
Infrastructure Engineer,Paytm,Hyderabad / Remote,Full-Time,3+ years,₹20–46 LPA,~7,4,"Datadog, Kubernetes, Helm, EKS, Infrastructure as Code, AWS, Istio, Azure, Pulumi, Go","GitHub Actions, Terraform, Service Mesh","MacBook Pro, Free meals, Gym membership, ESOPs, Quarterly offsites, Maternity/paternity leave",DevOps
Business Development Manager,Paytm,Chennai / Remote,Full-Time,8+ years,₹26–57 LPA,~28,4,"Solution Selling, Pipeline Management, Channel Partnerships, B2B Sales, Account Management, MEDDIC, Cold Outreach, Revenue Forecasting, HubSpot, Enterprise Sales","Upselling, Salesforce, LinkedIn Sales Navigator","Health & dental insurance, Mental health support, Annual performance bonus, ESOPs",Sales
Financial Analyst,Amazon,Jaipur / Remote,Full-Time,6+ years,₹21–65 LPA,~22,3,"QuickBooks, Treasury, Tally, M&A, FP&A, Valuation, CFA, Financial Reporting, GAAP, Investment Banking","Cash Flow Management, Financial Modeling, Credit Analysis","Flexible work hours, MacBook Pro, Quarterly offsites, Free meals, ESOPs",Finance
Frontend Developer,Meesho,Mumbai / Remote,Full-Time,8+ years,₹12–50 LPA,~34,4,"Vue.js, Jenkins, Node.js, MongoDB, Go, System Design","Elasticsearch, CI/CD, React","ESOPs, Flexible work hours, ₹50K learning budget, Health & dental insurance, Free meals, Mental health support",Software Engineering
Computer Vision Engineer,PwC,Kolkata / Remote,Full-Time,8+ years,₹27–54 LPA,~14,6,"XGBoost, NLP, Computer Vision, Hive, Power BI, Hadoop, A/B Testing, MLflow","Kafka, TensorFlow, Tableau","Gym membership, MacBook Pro, Health & dental insurance, Maternity/paternity leave, Flexible work hours, Remote-first culture",Data Science
Head of DevOps,Morgan Stanley,Gurgaon / Remote,Full-Time,6+ years,₹26–64 LPA,~6,5,"Site Reliability Engineering, Azure, Service Mesh, Grafana, HAProxy, GCP, Ansible","Helm, Pulumi, Vault","Free meals, MacBook Pro, ESOPs, Quarterly offsites, Health & dental insurance, Mental health support",DevOps
Senior Financial Analyst,Wipro,Pune / Remote,Full-Time,9+ years,₹15–56 LPA,~15,6,"Valuation, Bloomberg Terminal, Auditing, SAP, FP&A, VBA, QuickBooks","Accounting, LBO Modeling, Investment Banking","Remote-first culture, Maternity/paternity leave, Health & dental insurance, Annual performance bonus",Finance
Security Engineer,Byju's,Kochi / Remote,Full-Time,9+ years,₹8–53 LPA,~35,4,"OWASP Top 10, Zero Trust, ISO 27001, OSCP, IAM, SIEM, Cryptography, Splunk, Firewalls","CISSP, PKI, Cloud Security (AWS/GCP)","ESOPs, Remote-first culture, Free meals, Maternity/paternity leave, Health & dental insurance, Mental health support",Cybersecurity
Head of DevOps,PwC,Ahmedabad / Remote,Full-Time,1+ years,₹28–53 LPA,~24,3,"AWS, ArgoCD, Nginx, Pulumi, Site Reliability Engineering, GKE","Istio, Go, GCP","Remote-first culture, Annual performance bonus, MacBook Pro, Maternity/paternity leave, ESOPs, Health & dental insurance",DevOps
Senior Financial Analyst,Accenture,Ahmedabad / Remote,Full-Time,1+ years,₹14–36 LPA,~40,3,"Credit Analysis, VBA, M&A, Accounting, Risk Analysis, Due Diligence, GAAP","Financial Modeling, IFRS, Auditing","Annual performance bonus, Mental health support, Flexible work hours, Gym membership, Health & dental insurance, MacBook Pro",Finance
CISO,PhonePe,Ahmedabad / Remote,Full-Time,2+ years,₹26–53 LPA,~13,5,"SOC Operations, Threat Intelligence, PKI, Metasploit, NIST Framework, DLP, Splunk, Zero Trust, Burp Suite, Cloud Security (AWS/GCP)","SIEM, Incident Response, Bash","Mental health support, Quarterly offsites, Health & dental insurance, ₹50K learning budget, MacBook Pro",Cybersecurity
VP Sales,Goldman Sachs,Kolkata / Remote,Full-Time,3+ years,₹24–70 LPA,~12,5,"HubSpot, Salesforce, CRM, Solution Selling, Pipeline Management, Proposal Writing, B2B Sales, Contract Negotiation, Channel Partnerships","Revenue Forecasting, Upselling, Negotiation","Gym membership, Health & dental insurance, ESOPs, Flexible work hours, Mental health support, Annual performance bonus",Sales
Group Product Manager,OYO,Noida / Remote,Full-Time,5+ years,₹30–44 LPA,~39,3,"Figma, OKRs, SQL, Amplitude, Usability Testing, Agile, Mixpanel","Python, User Research, JIRA","₹50K learning budget, Remote-first culture, Health & dental insurance, Annual performance bonus",Product Management
SDR,Nykaa,Jaipur / Remote,Full-Time,7+ years,₹18–56 LPA,~20,4,"MEDDIC, SDR, Pipeline Management, Upselling, Demo Skills, Revenue Forecasting, Proposal Writing, B2B Sales, SaaS Sales","Solution Selling, Cold Outreach, Salesforce","Remote-first culture, Flexible work hours, Health & dental insurance, ₹50K learning budget",Sales
Product Designer,Zerodha,Mumbai / Remote,Full-Time,7+ years,₹8–26 LPA,~6,3,"Heuristic Evaluation, Information Architecture, User Flows, HTML/CSS, Motion Design, Usability Testing, Prototyping, Storyboarding, Visual Design","Sketch, Design Systems, InVision","Mental health support, Annual performance bonus, Gym membership, Flexible work hours, Free meals",UI/UX Design
Design Systems Engineer,CRED,Chennai / Remote,Full-Time,7+ years,₹12–39 LPA,~39,5,"Prototyping, User Research, HTML/CSS, Zeplin, Sketch, Heuristic Evaluation, A/B Testing, Design Systems, Figma, Interaction Design","Wireframing, Usability Testing, Framer","Health & dental insurance, Free meals, Flexible work hours, Remote-first culture, Maternity/paternity leave",UI/UX Design
Penetration Tester,Deloitte,Kolkata / Remote,Full-Time,8+ years,₹12–25 LPA,~29,3,"OSCP, PKI, Vulnerability Assessment, Zero Trust, Python, Network Security, Threat Intelligence, Penetration Testing, Firewalls, IAM","CEH, Forensics, NIST Framework","ESOPs, Free meals, ₹50K learning budget, Gym membership, Quarterly offsites, Health & dental insurance",Cybersecurity
Cloud Security Engineer,MakeMyTrip,Mumbai / Remote,Full-Time,7+ years,₹27–39 LPA,~40,5,"CISSP, Metasploit, Vulnerability Assessment, Splunk, Penetration Testing, PKI","Forensics, NIST Framework, Cryptography","Maternity/paternity leave, ₹50K learning budget, Flexible work hours, Free meals",Cybersecurity
Marketing Lead,Wipro,Noida / Remote,Full-Time,6+ years,₹18–50 LPA,~23,5,"Meta Ads, Market Research, Marketo, CRM, SEM, Marketing Automation","Google Analytics, Adobe Suite, Growth Hacking","Free meals, ₹50K learning budget, Gym membership, Annual performance bonus, Flexible work hours, MacBook Pro",Marketing
Site Reliability Engineer,OYO,Ahmedabad / Remote,Full-Time,5+ years,₹24–49 LPA,~26,6,"Nginx, AWS, New Relic, FluxCD, Bash, Datadog, CloudFormation, Service Mesh","Python, Ansible, Docker","₹50K learning budget, Annual performance bonus, Remote-first culture, Flexible work hours, Health & dental insurance, Gym membership",DevOps
Sales Manager,Vedantu,Kochi / Remote,Full-Time,2+ years,₹19–66 LPA,~39,6,"Revenue Forecasting, Contract Negotiation, Customer Success, Upselling, LinkedIn Sales Navigator, BDR, Enterprise Sales, SPIN Selling, Channel Partnerships, Lead Generation","Demo Skills, Account Management, HubSpot","Flexible work hours, Quarterly offsites, Gym membership, ESOPs, ₹50K learning budget",Sales
HR Business Partner,Cognizant,Noida / Remote,Full-Time,2+ years,₹22–68 LPA,~5,4,"Training & Development, Workforce Planning, SuccessFactors, HR Analytics, HRIS, Succession Planning","Performance Management, Labor Law, Organisational Development","Flexible work hours, ESOPs, Remote-first culture, ₹50K learning budget, Gym membership",Human Resources
Account Executive,HDFC Bank,Hyderabad / Remote,Full-Time,2+ years,₹8–50 LPA,~11,5,"HubSpot, SDR, MEDDIC, Demo Skills, Cross-selling, Channel Partnerships","Pipeline Management, Lead Generation, Solution Selling","Free meals, Annual performance bonus, Mental health support, Quarterly offsites",Sales
Site Reliability Engineer,Browserstack,Jaipur / Remote,Full-Time,8+ years,₹24–44 LPA,~29,3,"Kubernetes, AWS, GitLab CI, Python, GCP, EKS, Loki","HAProxy, Service Mesh, Infrastructure as Code","Health & dental insurance, MacBook Pro, Gym membership, Mental health support, Maternity/paternity leave, Flexible work hours",DevOps
Backend Developer,ShareChat,Kochi / Remote,Full-Time,9+ years,₹8–29 LPA,~11,5,"Node.js, gRPC, C++, Linux, Terraform, RabbitMQ, Django, Microservices, Docker","Go, FastAPI, SQL","Gym membership, Mental health support, Quarterly offsites, Annual performance bonus",Software Engineering
Director of Product,SAP,Kolkata / Remote,Full-Time,3+ years,₹17–45 LPA,~38,4,"Confluence, MoSCoW, Roadmapping, Feature Prioritisation, Competitive Analysis, Wireframing, Mixpanel","Scrum, SQL, Figma","Gym membership, ₹50K learning budget, MacBook Pro, Flexible work hours",Product Management
Director of Product,Uber,Delhi / Remote,Full-Time,6+ years,₹8–23 LPA,~5,4,"Mixpanel, Feature Prioritisation, Customer Discovery, OKRs, Miro, PRD Writing, Python, Stakeholder Management, Roadmapping","Wireframing, Scrum, Competitive Analysis","ESOPs, Flexible work hours, Annual performance bonus, MacBook Pro",Product Management
Interaction Designer,Oracle,Noida / Remote,Full-Time,1+ years,₹27–62 LPA,~24,4,"Card Sorting, Usability Testing, Wireframing, HTML/CSS, Sketch, Figma, Principle, Storyboarding, Zeplin","Framer, A/B Testing, Lottie","Free meals, Mental health support, ₹50K learning budget, Remote-first culture",UI/UX Design
Group Product Manager,PwC,Hyderabad / Remote,Full-Time,5+ years,₹18–50 LPA,~17,6,"Amplitude, Miro, Wireframing, MoSCoW, Python, Roadmapping, PRD Writing, Scrum","JIRA, Competitive Analysis, User Research","Health & dental insurance, Remote-first culture, ESOPs, MacBook Pro, Annual performance bonus, Maternity/paternity leave",Product Management
CFO,Lenskart,Pune / Remote,Full-Time,1+ years,₹21–50 LPA,~24,5,"Cash Flow Management, Excel, Bloomberg Terminal, Auditing, Tax Compliance, IFRS","Due Diligence, Valuation, GAAP","Maternity/paternity leave, Annual performance bonus, ₹50K learning budget, Quarterly offsites",Finance
Frontend Developer,HCL,Hyderabad / Remote,Full-Time,8+ years,₹14–31 LPA,~29,6,"Azure, MongoDB, Git, Kubernetes, Java, Django","TypeScript, JavaScript, SQL","Flexible work hours, Gym membership, Mental health support, Quarterly offsites, Free meals, Remote-first culture",Software Engineering
Platform PM,Apple,Jaipur / Remote,Full-Time,9+ years,₹15–35 LPA,~16,6,"Amplitude, Wireframing, Competitive Analysis, Stakeholder Management, A/B Testing, PRD Writing, MoSCoW, Mixpanel, User Research","Growth Hacking, Go-to-Market Strategy, Agile","ESOPs, Free meals, Maternity/paternity leave, Quarterly offsites, Gym membership, Mental health support",Product Management
CMO,Unilever,Chennai / Remote,Full-Time,4+ years,₹23–44 LPA,~6,4,"Community Management, Email Marketing, CRM, Growth Hacking, Adobe Suite, Brand Strategy, LinkedIn Ads","PPC, PR, SEO","Annual performance bonus, Flexible work hours, Health & dental insurance, Mental health support, MacBook Pro",Marketing
Brand Manager,Lenskart,Hyderabad / Remote,Full-Time,3+ years,₹22–61 LPA,~15,3,"HubSpot, Conversion Rate Optimisation, Market Research, Content Marketing, Google Analytics, Salesforce, Social Media","Growth Hacking, Influencer Marketing, Copywriting","Flexible work hours, Annual performance bonus, Remote-first culture, ESOPs, Free meals",Marketing
Full Stack Developer,PhonePe,Delhi / Remote,Full-Time,5+ years,₹9–38 LPA,~24,4,"Jenkins, Linux, React, REST APIs, Rust, PostgreSQL, Spring Boot, Docker","System Design, gRPC, C++","Free meals, ₹50K learning budget, Remote-first culture, Quarterly offsites",Software Engineering
Senior Data Scientist,upGrad,Gurgaon / Remote,Full-Time,7+ years,₹20–33 LPA,~11,4,"Hadoop, MLflow, SQL, Transformers, BERT, Feature Engineering, TensorFlow, Computer Vision, XGBoost","Statistics, Kubeflow, Keras","Mental health support, ₹50K learning budget, Remote-first culture, Annual performance bonus",Data Science
People Ops Manager,Freshworks,Hyderabad / Remote,Full-Time,5+ years,₹24–60 LPA,~21,3,"HRMS, Performance Management, Onboarding, Change Management, Workforce Planning, HRIS","Conflict Resolution, Employee Relations, Exit Management","Free meals, ₹50K learning budget, Gym membership, Annual performance bonus, ESOPs",Human Resources
HR Generalist,Razorpay,Gurgaon / Remote,Full-Time,4+ years,₹20–35 LPA,~36,5,"Labor Law, SAP HR, Exit Management, HR Analytics, Payroll, Talent Acquisition, Performance Management, Employee Relations, Change Management, SuccessFactors","Succession Planning, LinkedIn Recruiter, Onboarding","Mental health support, MacBook Pro, ₹50K learning budget, Flexible work hours, Remote-first culture",Human Resources
Enterprise AE,Salesforce,Gurgaon / Remote,Full-Time,9+ years,₹16–43 LPA,~22,6,"Negotiation, HubSpot, Pipeline Management, Cold Outreach, MEDDIC, SDR","Proposal Writing, B2B Sales, Lead Generation","Flexible work hours, Maternity/paternity leave, ESOPs, ₹50K learning budget, Annual performance bonus, Remote-first culture",Sales
SDR,Flipkart,Noida / Remote,Full-Time,2+ years,₹19–50 LPA,~18,6,"Account Management, Salesforce, Upselling, Cross-selling, BDR, Negotiation, Enterprise Sales, HubSpot, SDR, SPIN Selling","Pipeline Management, Demo Skills, CRM","₹50K learning budget, Mental health support, Remote-first culture, MacBook Pro, Gym membership",Sales
Talent Acquisition Specialist,Nykaa,Bangalore / Remote,Full-Time,1+ years,₹17–41 LPA,~37,6,"Training & Development, Onboarding, Diversity & Inclusion, HRIS, Succession Planning, SAP HR, Labor Law, Workday, Employer Branding, HR Analytics","Exit Management, Change Management, Compensation & Benefits","Gym membership, Quarterly offsites, Free meals, Maternity/paternity leave, Flexible work hours, Annual performance bonus",Human Resources
HR Manager,Atlassian,Delhi / Remote,Full-Time,2+ years,₹14–45 LPA,~6,6,"Organisational Development, Onboarding, HRIS, HRMS, Workforce Planning, Workday, HR Analytics, Performance Management","Compensation & Benefits, Payroll, SAP HR","Annual performance bonus, Gym membership, Free meals, ₹50K learning budget, Maternity/paternity leave",Human Resources
